DebtPrice_Id,Trading_Date,Exchange_Code,Segment_Code,Local_Code,ISIN,Issuer_Name,Security_Name,Bond_Type,Issue_Date,Maturity_Date,No_Of_Trades,Traded_Qty,Traded_Value,Open,High,Low,Close,Weighted_Avg_Price,WYTM,TT_Status,Trade_Type,Issue_Type,FaceValuePrice,Settlement_Type,Residual_Maturity_Date,Residual_Maturity_Derived_From,Clean_Dirty_Indicator,Dirty_Price
2315682,21/11/2023,INBSE,BSERFQ,938730,INE741K07520,CreditAccess Grameen Ltd.,9.10% DB REDEEM 07/09/2025 INR 1000,DB,07/09/2023,07/09/2025,1,0,0.0002,0,0,0,100.1114,100.1114,9.4,Y,,Corporate,1000,     ,07/09/2025,Maturity Date                 ,C,0
2315683,21/11/2023,INBSE,BSERFQ,938742,INE741K07579,CreditAccess Grameen Ltd.,9.70% DB REDEEM 07/09/2028 INR 1000,DB,07/09/2023,07/09/2028,2,0,0.0021,0,0,0,100,100,10.1319,Y,,Corporate,1000,     ,07/09/2028,Maturity Date                 ,C,0
2315684,21/11/2023,INBSE,BSERFQ,938734,INE741K07595,CreditAccess Grameen Ltd.,9.25% DB REDEEM 07/06/2026 INR 1000,DB,07/09/2023,07/06/2026,1,0,0,0,0,0,100.15,100.15,9.5682,Y,,Corporate,1000,     ,07/06/2026,Maturity Date                 ,C,0
2315685,21/11/2023,INBSE,BSERFQ,975015,INE896L07926,Indostar Capital Finance Ltd,9.95% DB REDEEM 07/08/2025 INR 100000,DB,07/08/2023,07/08/2025,4,0,0.0028,0,0,0,100.453,99.8046,10.45,Y,,Corporate,100000,     ,07/08/2025,Maturity Date                 ,C,0
2315686,21/11/2023,INBSE,BSERFQ,975012,INE896L07934,Indostar Capital Finance Ltd,9.85% DB REDEEM 07/08/2026 INR 100000,DB,07/08/2023,07/08/2026,1,0,0.0001,0,0,0,98.7076,98.7076,10.9,Y,,Corporate,100000,     ,07/08/2026,Maturity Date                 ,C,0
2315687,21/11/2023,INNSE,NSEW,GSCG20265.63%,IN0020210012,India,5.63% BD REDEEM 12/04/2026 INR 100,BD,12/04/2021,12/04/2026,1,0,25,0,96.52,96.52,96.52,96.52,7.2385,Y,,Government,100,     ,12/04/2026,Maturity Date                 ,C,0
2315688,21/11/2023,INNSE,NSEW,TB364D101024,IN002023Z307,India,ZC TBILL REDEEM 10/10/2024 INR 100 - 364 Days,TBILL,12/10/2023,10/10/2024,1,0,165,0,94.0884,94.0884,94.0884,94.0884,7.1,Y,,Government,100,     ,10/10/2024,Maturity Date                 ,C,0
2315689,21/11/2023,INNSE,NSEW,SGGUJ277.62%,IN1520170110,Gujarat.,7.62% BD REDEEM 01/11/2027 INR 100,BD,01/11/2017,01/11/2027,1,0,25,0,100.194,100.194,100.194,100.194,7.56,Y,,State Government,100,     ,01/11/2027,Maturity Date                 ,C,0
2315690,21/11/2023,INNSE,NSEW,GSCG20337.57%,IN0020190065,India,7.57% BD REDEEM 17/06/2033 INR 100,BD,20/05/2019,17/06/2033,1,0,40,0,101.6734,101.6734,101.6734,101.6734,7.3225,Y,,Government,100,     ,17/06/2033,Maturity Date                 ,C,0
2315691,21/11/2023,INNSE,NSEW,CPABFL300124,INE860H141Q2,Aditya Birla Finance Ltd.,ZC CP REDEEM 30/01/2024 INR 500000,CP,31/10/2023,30/01/2024,1,0,25,0,98.5262,98.5262,98.5262,98.5262,7.8,Y,,Corporate,500000,     ,30/01/2024,Maturity Date                 ,C,0
2315692,21/11/2023,INNSE,NSEW,SGTN28A8.05%,IN3120180010,Tamil Nadu,8.05% BD REDEEM 18/04/2028 INR 100,BD,18/04/2018,18/04/2028,2,0,50,0,101.7214,101.7214,101.7214,101.7214,7.58,N,,State Government,100,     ,18/04/2028,Maturity Date                 ,C,0
2315693,21/11/2023,INNSE,NSEW,GSCG20367.54%,IN0020220029,India,7.54% BD REDEEM 23/05/2036 INR 100,BD,23/05/2022,23/05/2036,1,0,100,0,101.2305,101.2305,101.2305,101.2305,6.9355,Y,,Government,100,     ,23/05/2036,Maturity Date                 ,C,0
2315694,21/11/2023,INNSE,NSEW,GSCG20367.41%,IN0020220102,India,7.41% BD REDEEM 19/12/2036 INR 100,BD,19/12/2022,19/12/2036,1,0,50,0,100.465,100.465,100.465,100.465,7.353,Y,,Government,100,     ,19/12/2036,Maturity Date                 ,C,0
2315695,21/11/2023,INNSE,NSEW,TB364D010224,IN002022Z440,India,ZC TBILL REDEEM 01/02/2024 INR 100 - 364 Days,TBILL,02/02/2023,01/02/2024,1,0,25,0,98.6737,98.6737,98.6737,98.6737,6.91,Y,,Government,100,     ,01/02/2024,Maturity Date                 ,C,0
2315696,21/11/2023,INNSE,NSEW,GSCG20307.32%,IN0020230135,India,7.32% BD REDEEM 13/11/2030 INR 100,BD,13/11/2023,13/11/2030,1,0,50,0,100.23,100.23,100.23,100.23,7.2768,Y,,Government,100,     ,13/11/2030,Maturity Date                 ,C,0
2315697,21/11/2023,INNSE,NSEW,GSCG20328.32%,IN0020070044,India,8.32% BD REDEEM 02/08/2032 INR 100,BD,02/08/2007,02/08/2032,1,0,45,0,106.3,106.3,106.3,106.3,7.3248,Y,,Government,100,     ,02/08/2032,Maturity Date                 ,C,0
2315698,21/11/2023,INNSE,NSEW,SGKRN277.62%,IN1920170058,Karnataka,7.62% BD REDEEM 01/11/2027 INR 100,BD,01/11/2017,01/11/2027,1,0,40,0,100.194,100.194,100.194,100.194,7.56,Y,,State Government,100,     ,01/11/2027,Maturity Date                 ,C,0
2315699,21/11/2023,INNSE,NSEW,GZCG2026C121226,IN001226C041,India,8.83% BD IS 12/12/2026 INR 4.415 IN0020110063,,04/09/2019,12/12/2026,1,0,5.298,0,80.0657,80.0657,80.0657,80.0657,7.548,Y,,Government,4.415,     ,12/12/2026,Maturity Date                 ,C,0
2315700,21/11/2023,INNSE,NSEW,TB182D210324,IN002023Y268,India,ZC TBILL REDEEM 21/03/2024 INR 100 - 182 Days,TBILL,21/09/2023,21/03/2024,1,0,128.136,0,97.7598,97.7598,97.7598,97.7598,6.97,Y,,Government,100,     ,21/03/2024,Maturity Date                 ,C,0
2315701,21/11/2023,INNSE,NSEW,TB364D241024,IN002023Z323,India,ZC TBILL REDEEM 24/10/2024 INR 100 - 364 Days,TBILL,26/10/2023,24/10/2024,1,0,200,0,93.8479,93.8479,93.8479,93.8479,7.1001,Y,,Government,100,     ,24/10/2024,Maturity Date                 ,C,0
2315702,21/11/2023,INNSE,NSEW,GFCG2033RESET,IN0020200120,India,FR BD REDEEM 22/09/2033 INR 100,BD,22/06/2020,22/09/2033,2,0,200,0,101.35,101.31,101.31,101.33,5.6496,N,,Government,100,     ,22/09/2033,Maturity Date                 ,C,0
2315703,21/11/2023,INNSE,NSEW,GFCG2028RESET,IN0020210160,India,FR BD REDEEM 04/10/2028 INR 100,BD,04/10/2021,04/10/2028,1,0,100,0,99.62,99.62,99.62,99.62,7.8365,Y,,Government,100,     ,04/10/2028,Maturity Date                 ,C,0
2315704,21/11/2023,INNSE,NSEW,TB364D171024,IN002023Z315,India,ZC TBILL REDEEM 17/10/2024 INR 100 - 364 Days,TBILL,19/10/2023,17/10/2024,1,0,250,0,93.968,93.968,93.968,93.968,7.1,Y,,Government,100,     ,17/10/2024,Maturity Date                 ,C,0
2315705,21/11/2023,INNSE,NSEW,TB364D140324,IN002022Z507,India,ZC TBILL REDEEM 14/03/2024 INR 100 - 364 Days,TBILL,16/03/2023,14/03/2024,1,0,50,0,97.8877,97.8877,97.8877,97.8877,6.97,Y,,Government,100,     ,14/03/2024,Maturity Date                 ,C,0
2315706,21/11/2023,INFIM,FIMMDACP,,INE018A14JY8,Larsen & Toubro Ltd.,ZC CP REDEEM 30/11/2023 INR 500000,CP,04/09/2023,30/11/2023,1,0,75,7.1195,7.1195,7.1195,99.8442,99.8442,7.1195,Y,,Corporate,500000,T+1  ,30/11/2023,Maturity Date                 ,C,0
2315707,21/11/2023,INFIM,FIMMDACP,,INE018A14JY8,Larsen & Toubro Ltd.,ZC CP REDEEM 30/11/2023 INR 500000,CP,04/09/2023,30/11/2023,1,0,25,7.1219,7.1219,7.1219,99.8247,99.8247,7.1219,Y,,Corporate,500000,T+0  ,30/11/2023,Maturity Date                 ,C,0
2315708,21/11/2023,INFIM,FIMMDACD,,INE028A16CZ4,Bank of Baroda,ZC CD REDEEM 30/11/2023 INR 500000,CD,30/11/2022,30/11/2023,1,0,50,7.1015,7.1015,7.1015,99.8252,99.8252,7.1015,Y,,Government Controlled Company,500000,T+0  ,30/11/2023,Maturity Date                 ,C,0
2315709,21/11/2023,INFIM,FIMMDACD,,INE028A16DR9,Bank of Baroda,ZC CD REDEEM 23/11/2023 INR 500000,CD,24/08/2023,23/11/2023,2,0,50,7.029,7.029,7.029,99.9615,99.9615,7.029,Y,,Government Controlled Company,500000,T+0  ,23/11/2023,Maturity Date                 ,C,0
2315710,21/11/2023,INFIM,FIMMDACD,,INE028A16DT5,Bank of Baroda,ZC CD REDEEM 07/12/2023 INR 500000,CD,07/09/2023,07/12/2023,1,0,100,7.0801,7.0801,7.0801,99.6906,99.6906,7.0801,Y,,Government Controlled Company,500000,T+0  ,07/12/2023,Maturity Date                 ,C,0
2315711,21/11/2023,INFIM,FIMMDACD,,INE028A16DU3,Bank of Baroda,ZC CD REDEEM 12/12/2023 INR 500000,CD,12/09/2023,12/12/2023,1,0,175,7.0802,7.0802,7.0802,99.5943,99.5943,7.0802,Y,,Government Controlled Company,500000,T+0  ,12/12/2023,Maturity Date                 ,C,0
2315712,21/11/2023,INFIM,FIMMDACD,,INE028A16DV1,Bank of Baroda,ZC CD REDEEM 13/12/2023 INR 500000,CD,13/09/2023,13/12/2023,1,0,25,7.0796,7.0796,7.0796,99.5751,99.5751,7.0796,Y,,Government Controlled Company,500000,T+0  ,13/12/2023,Maturity Date                 ,C,0
2315713,21/11/2023,INFIM,FIMMDACP,,INE040A14144,HDFC Bank Ltd.,ZC CP REDEEM 05/12/2023 INR 500000,CP,07/12/2022,05/12/2023,1,0,100,7.4997,7.4997,7.4997,99.7336,99.7336,7.4997,Y,,Corporate,500000,T+1  ,05/12/2023,Maturity Date                 ,C,0
2315714,21/11/2023,INFIM,FIMMDACP,,INE040A14169,HDFC Bank Ltd.,ZC CP REDEEM 26/12/2023 INR 500000,CP,05/01/2023,26/12/2023,1,0,15,7.4,7.4,7.4,99.2954,99.2954,7.4,Y,,Corporate,500000,T+0  ,26/12/2023,Maturity Date                 ,C,0
2315715,21/11/2023,INFIM,FIMMDACP,,INE040A14169,HDFC Bank Ltd.,ZC CP REDEEM 26/12/2023 INR 500000,CP,05/01/2023,26/12/2023,1,0,15,7.35,7.35,7.35,99.32,99.32,7.35,Y,,Corporate,500000,T+1  ,26/12/2023,Maturity Date                 ,C,0
2315716,21/11/2023,INFIM,FIMMDACP,,INE040A14201,HDFC Bank Ltd.,ZC CP REDEEM 06/02/2024 INR 500000,CP,07/02/2023,06/02/2024,2,0,100,7.7498,7.7998,7.7498,98.3812,98.3838,7.7873,Y,,Corporate,500000,T+0  ,06/02/2024,Maturity Date                 ,C,0
2315717,21/11/2023,INFIM,FIMMDACD,,INE040A16DO1,HDFC Bank Ltd.,ZC CD REDEEM 14/12/2023 INR 500000,CD,16/12/2022,14/12/2023,1,0,50,7.0695,7.0695,7.0695,99.5565,99.5565,7.0695,Y,,Corporate,500000,T+0  ,14/12/2023,Maturity Date                 ,C,0
2315718,21/11/2023,INFIM,FIMMDACD,,INE040A16DT0,HDFC Bank Ltd.,ZC CD REDEEM 05/02/2024 INR 500000,CD,06/02/2023,05/02/2024,1,0,150,7.28,7.28,7.28,98.5068,98.5068,7.28,Y,,Corporate,500000,T+0  ,05/02/2024,Maturity Date                 ,C,0
2315719,21/11/2023,INFIM,FIMMDACD,,INE040A16EB6,HDFC Bank Ltd.,ZC CD REDEEM 20/02/2024 INR 500000,CD,27/09/2023,20/02/2024,1,0,100,7.2802,7.2802,7.2802,98.2173,98.2173,7.2802,Y,,Corporate,500000,T+0  ,20/02/2024,Maturity Date                 ,C,0
2315720,21/11/2023,INFIM,FIMMDACD,,INE040A16EB6,HDFC Bank Ltd.,ZC CD REDEEM 20/02/2024 INR 500000,CD,27/09/2023,20/02/2024,1,0,25,7.29,7.29,7.29,98.2342,98.2342,7.29,Y,,Corporate,500000,T+1  ,20/02/2024,Maturity Date                 ,C,0
2315721,21/11/2023,INFIM,FIMMDACD,,INE062A16499,State Bank of India,ZC CD REDEEM 17/05/2024 INR 500000,CD,18/05/2023,17/05/2024,1,0,25,7.5,7.5,7.5,96.4715,96.4715,7.5,Y,,Corporate,500000,T+0  ,17/05/2024,Maturity Date                 ,C,0
2315722,21/11/2023,INFIM,FIMMDACD,,INE090A160Z2,ICICI Bank Ltd.,ZC CD REDEEM 30/11/2023 INR 500000,CD,13/12/2022,30/11/2023,1,0,25,7.1012,7.1012,7.1012,99.8446,99.8446,7.1012,Y,,Corporate,500000,T+1  ,30/11/2023,Maturity Date                 ,C,0
2315723,21/11/2023,INFIM,FIMMDACD,,INE090A161Z0,ICICI Bank Ltd.,ZC CD REDEEM 12/12/2023 INR 500000,CD,13/12/2022,12/12/2023,1,0,25,7.0994,7.0994,7.0994,99.6125,99.6125,7.0994,Y,,Corporate,500000,T+1  ,12/12/2023,Maturity Date                 ,C,0
2315724,21/11/2023,INFIM,FIMMDACD,,INE090AD6063,ICICI Bank Ltd.,ZC CD REDEEM 27/09/2024 INR 500000,CD,27/10/2023,27/09/2024,1,0,25,7.63,7.63,7.63,93.8957,93.8957,7.63,Y,,Corporate,500000,T+0  ,27/09/2024,Maturity Date                 ,C,0
2315725,21/11/2023,INFIM,FIMMDACD,,INE090AD6071,ICICI Bank Ltd.,ZC CD REDEEM 29/10/2024 INR 500000,CD,10/11/2023,29/10/2024,2,0,125,7.69,7.69,7.68,93.287,93.2805,7.688,N,,Corporate,500000,T+1  ,29/10/2024,Maturity Date                 ,C,0
2315726,21/11/2023,INFIM,FIMMDACD,,INE090AD6071,ICICI Bank Ltd.,ZC CD REDEEM 29/10/2024 INR 500000,CD,10/11/2023,29/10/2024,1,0,25,7.69,7.69,7.69,93.2605,93.2605,7.69,N,,Corporate,500000,T+0  ,29/10/2024,Maturity Date                 ,C,0
2315727,21/11/2023,INFIM,FIMMDACP,,INE09OL14DV1,Birla Group Holdings Pvt. Ltd.,ZC CP REDEEM 24/11/2023 INR 500000,CP,28/08/2023,24/11/2023,1,0,25,7.6865,7.6865,7.6865,99.9579,99.9579,7.6865,Y,,Corporate,500000,T+1  ,24/11/2023,Maturity Date                 ,C,0
2315728,21/11/2023,INFIM,FIMMDACD,,INE160A16NO6,Punjab National Bank,ZC CD REDEEM 04/12/2023 INR 500000,CD,05/09/2023,04/12/2023,1,0,40,7.0989,7.0989,7.0989,99.7478,99.7478,7.0989,Y,,Corporate,500000,T+0  ,04/12/2023,Maturity Date                 ,C,0
2315729,21/11/2023,INFIM,FIMMDACD,,INE237A160U7,Kotak Mahindra Bank Ltd.,ZC CD REDEEM 23/11/2023 INR 500000,CD,30/05/2023,23/11/2023,1,0,100,6.9924,6.9924,6.9924,99.9617,99.9617,6.9924,Y,,Corporate,500000,T+0  ,23/11/2023,Maturity Date                 ,C,0
2315730,21/11/2023,INFIM,FIMMDACD,,INE237A160V5,Kotak Mahindra Bank Ltd.,ZC CD REDEEM 25/10/2024 INR 500000,CD,26/10/2023,25/10/2024,1,0,25,7.68,7.68,7.68,93.3603,93.3603,7.68,Y,,Corporate,500000,T+1  ,25/10/2024,Maturity Date                 ,C,0
2315731,21/11/2023,INFIM,FIMMDACD,,INE237A162R9,Kotak Mahindra Bank Ltd.,ZC CD REDEEM 06/12/2023 INR 500000,CD,22/12/2022,06/12/2023,1,0,25,7.0992,7.0992,7.0992,99.7091,99.7091,7.0992,Y,,Corporate,500000,T+0  ,06/12/2023,Maturity Date                 ,C,0
2315732,21/11/2023,INFIM,FIMMDACD,,INE237A168U0,Kotak Mahindra Bank Ltd.,ZC CD REDEEM 27/09/2024 INR 500000,CD,28/09/2023,27/09/2024,1,0,200,7.65,7.65,7.65,93.8991,93.8991,7.65,Y,,Corporate,500000,T+1  ,27/09/2024,Maturity Date                 ,C,0
2315733,21/11/2023,INFIM,FIMMDACD,,INE238AD6157,Axis Bank Ltd,ZC CD REDEEM 23/11/2023 INR 500000,CD,23/11/2022,23/11/2023,1,0,105,6.9924,6.9924,6.9924,99.9617,99.9617,6.9924,Y,,Corporate,500000,T+0  ,23/11/2023,Maturity Date                 ,C,0
2315734,21/11/2023,INFIM,FIMMDACD,,INE238AD6215,Axis Bank Ltd,ZC CD REDEEM 06/12/2023 INR 500000,CD,06/12/2022,06/12/2023,1,0,75,7.0503,7.0503,7.0503,99.7111,99.7111,7.0503,Y,,Corporate,500000,T+0  ,06/12/2023,Maturity Date                 ,C,0
2315735,21/11/2023,INFIM,FIMMDACD,,INE238AD6322,Axis Bank Ltd,ZC CD REDEEM 08/02/2024 INR 500000,CD,08/02/2023,08/02/2024,1,0,25,7.28,7.28,7.28,98.4681,98.4681,7.28,Y,,Corporate,500000,T+1  ,08/02/2024,Maturity Date                 ,C,0
2315736,21/11/2023,INFIM,FIMMDACD,,INE238AD6348,Axis Bank Ltd,ZC CD REDEEM 14/02/2024 INR 500000,CD,16/02/2023,14/02/2024,1,0,100,7.28,7.28,7.28,98.3522,98.3522,7.28,Y,,Corporate,500000,T+1  ,14/02/2024,Maturity Date                 ,C,0
2315737,21/11/2023,INFIM,FIMMDACD,,INE238AD6348,Axis Bank Ltd,ZC CD REDEEM 14/02/2024 INR 500000,CD,16/02/2023,14/02/2024,1,0,100,7.2801,7.2801,7.2801,98.3329,98.3329,7.2801,Y,,Corporate,500000,T+0  ,14/02/2024,Maturity Date                 ,C,0
2315738,21/11/2023,INFIM,FIMMDACD,,INE238AD6355,Axis Bank Ltd,ZC CD REDEEM 16/02/2024 INR 500000,CD,17/02/2023,16/02/2024,1,0,25,7.2798,7.2798,7.2798,98.2944,98.2944,7.2798,Y,,Corporate,500000,T+0  ,16/02/2024,Maturity Date                 ,C,0
2315739,21/11/2023,INFIM,FIMMDACD,,INE238AD6389,Axis Bank Ltd,ZC CD REDEEM 14/03/2024 INR 500000,CD,15/03/2023,14/03/2024,2,0,50,7.3999,7.3999,7.3999,97.741,97.741,7.3999,Y,,Corporate,500000,T+0  ,14/03/2024,Maturity Date                 ,C,0
2315740,21/11/2023,INFIM,FIMMDACP,,INE261F14KC7,National Bank For Agriculture and Rural Development (NABARD),ZC CP REDEEM 28/11/2023 INR 500000,CP,30/08/2023,28/11/2023,2,0,250,7.1011,7.1011,7.1011,99.864,99.864,7.1011,Y,,Government Controlled Company,500000,T+0  ,28/11/2023,Maturity Date                 ,C,0
2315741,21/11/2023,INFIM,FIMMDACP,,INE261F14KK0,National Bank For Agriculture and Rural Development (NABARD),ZC CP REDEEM 08/02/2024 INR 500000,CP,10/11/2023,08/02/2024,1,0,50,7.3302,7.3302,7.3302,98.4577,98.4577,7.3302,Y,,Government Controlled Company,500000,T+1  ,08/02/2024,Maturity Date                 ,C,0
2315742,21/11/2023,INFIM,FIMMDACP,,INE296A14VQ1,Bajaj Finance Ltd,ZC CP REDEEM 08/12/2023 INR 500000,CP,08/09/2023,08/12/2023,3,0,725,7.3789,7.5,7.3789,99.6519,99.6554,7.4248,N,,Corporate,500000,T+0  ,08/12/2023,Maturity Date                 ,C,0
2315743,21/11/2023,INFIM,FIMMDACP,,INE296A14VQ1,Bajaj Finance Ltd,ZC CP REDEEM 08/12/2023 INR 500000,CP,08/09/2023,08/12/2023,1,0,175,7.5,7.5,7.5,99.6723,99.6723,7.5,N,,Corporate,500000,T+1  ,08/12/2023,Maturity Date                 ,C,0
2315744,21/11/2023,INFIM,FIMMDACP,,INE296A14WG0,Bajaj Finance Ltd,ZC CP REDEEM 08/02/2024 INR 500000,CP,09/11/2023,08/02/2024,2,0,200,7.7499,7.7499,7.7499,98.3503,98.3503,7.7499,Y,,Corporate,500000,T+0  ,08/02/2024,Maturity Date                 ,C,0
2315745,21/11/2023,INFIM,FIMMDACP,,INE403G14QZ1,Standard Chartered Capital Ltd.,ZC CP REDEEM 22/12/2023 INR 500000,CP,29/05/2023,22/12/2023,1,0,25,7.7999,7.7999,7.7999,99.3419,99.3419,7.7999,Y,,Corporate,500000,T+0  ,22/12/2023,Maturity Date                 ,C,0
